issue title,link,filtering type
Inductor w/ cpp_wrapper introduces redundant H2D-D2H memcpy under DeviceContext,https://github.com/pytorch/pytorch/issues/160520,Step 3: Issue not related to correctness bugs
Avoid `at::alias` in the `repeat` op implementation,https://github.com/pytorch/pytorch/pull/163455,Step 3: Issue not related to correctness bugs
[DO NOT LAND] Make LSTM exportable,https://github.com/pytorch/pytorch/pull/163207,Step 1: Feature requests and general help requests
fix backend registration link in torch.compile code block,https://github.com/pytorch/pytorch/pull/163793,Step 2: Issue not discussing a bug within torch.compile
[Fuzzer][Eager/Compile Divergence] OOM on PT2 that doesn't happen on eager,https://github.com/pytorch/pytorch/issues/163563,Step 3: Issue not related to correctness bugs
the `index_put_` is not working as expected under torch.compile,https://github.com/pytorch/pytorch/issues/162146,Studied Dataset (Confirmed Correctness Bug)
[Fuzzer][Eager/Compile Divergence] unsupported operand type(s) for divmod(): 'SymInt' and 'int',https://github.com/pytorch/pytorch/issues/163457,Step 3: Issue not related to correctness bugs
[Fuzzer][Eager/Compile Divergence] 8+% numerical difference between eager and compile,https://github.com/pytorch/pytorch/issues/163449,Studied Dataset (Confirmed Correctness Bug)
[Fuzzer][Eager/Compile Divergence] flexattention works in eager but ooms in compile,https://github.com/pytorch/pytorch/issues/163687,Step 3: Issue not related to correctness bugs
Tensor.fill_diagonal_ doesn't support dynamic shapes,https://github.com/pytorch/pytorch/issues/162271,Step 3: Issue not related to correctness bugs
Support checkPoolLiveAllocations with pluggable device,https://github.com/pytorch/pytorch/issues/163257,Step 1: Feature requests and general help requests
torch compile does not handle out_dtype argument in torch.mm (but succeeds with torch.bmm),https://github.com/pytorch/pytorch/issues/163275,Step 3: Issue not related to correctness bugs
[torch.compile][FlexAttention] Inductor failure with custom score_mod (FlexibleLayout / NoValidChoicesError),https://github.com/pytorch/pytorch/issues/163300,Step 3: Issue not related to correctness bugs
torch.nn.functional.normalize outputs vectors with norm>1 with torch.compile + cuda,https://github.com/pytorch/pytorch/issues/163082,Studied Dataset (Confirmed Correctness Bug)
[sdpa] make sure to recompile if alignment is different than before,https://github.com/pytorch/pytorch/pull/163083,Step 3: Issue not related to correctness bugs
[skip ci] Threading through cute based FA for flex,https://github.com/pytorch/pytorch/pull/159521,Step 2: Issue not discussing a bug within torch.compile
Expand sometimes interpreted as Repeat by compiler,https://github.com/pytorch/pytorch/issues/163372,Step 3: Issue not related to correctness bugs
"`.mH` view compile problem, self.stride(-1) must be 1 to view ComplexFloat as Float (different element sizes), but got X)",https://github.com/pytorch/pytorch/issues/163243,Step 3: Issue not related to correctness bugs
"[fuzzer] RuntimeError: self.stride(-1) must be 1 to view ComplexDouble as Double (different element sizes), but got 10",https://github.com/pytorch/pytorch/issues/162561,Step 3: Issue not related to correctness bugs
AOTAutograd view replay crashes when an intermediate aliased base becomes non-contiguous after Inductor padding,https://github.com/pytorch/pytorch/issues/163328,Step 3: Issue not related to correctness bugs
[MPS] Inconsistency/Strange behaviour with claimed lack of contiguousness in complied function.,https://github.com/pytorch/pytorch/issues/161969,Step 3: Issue not related to correctness bugs
[compile] Correctness and reproducibility issue,https://github.com/pytorch/pytorch/issues/159855,Studied Dataset (Confirmed Correctness Bug)
torch.compile Introduces Significant Numerical Errors in Boltzmann Machine Model,https://github.com/pytorch/pytorch/issues/162723,Step 4: Issue not confirmed by developers
Add support for name kwarg in mark_dynamic,https://github.com/pytorch/pytorch/pull/163246,Step 1: Feature requests and general help requests
Severe Numerical Inconsistency with torch.compile() on Transformer Model,https://github.com/pytorch/pytorch/issues/162722,Step 4: Issue not confirmed by developers
torch._higher_order_ops.scan incorrect/mismatched gradients for non-trailing layers with torch.compile,https://github.com/pytorch/pytorch/issues/153679,Studied Dataset (Confirmed Correctness Bug)
Simplify PrecompileContext to no longer be a CacheArtifactManager,https://github.com/pytorch/pytorch/pull/162886,Step 2: Issue not discussing a bug within torch.compile
"`torch.compile` fails on direct assignment from tuple slice of `linalg_qr` result, while tuple unpacking works",https://github.com/pytorch/pytorch/issues/163253,Step 3: Issue not related to correctness bugs
[Inductor] don't call sympy_str when not needed,https://github.com/pytorch/pytorch/pull/162126,Step 2: Issue not discussing a bug within torch.compile
SDP Backend function fix,https://github.com/pytorch/pytorch/pull/161169,Step 3: Issue not related to correctness bugs
torch.compile doesn't preserve stride with clone(memory_format=torch.preserve_format),https://github.com/pytorch/pytorch/issues/161010,Studied Dataset (Confirmed Correctness Bug)
[dynamic shapes] DynamicInts prototype,https://github.com/pytorch/pytorch/pull/162194,Step 1: Feature requests and general help requests
flex attention is slower than sdpa,https://github.com/pytorch/pytorch/issues/161473,Step 3: Issue not related to correctness bugs
bmm and baddbmm perf regression on CPU,https://github.com/pytorch/pytorch/issues/162553,Step 3: Issue not related to correctness bugs
[compile] meta-llama correctness issue,https://github.com/pytorch/pytorch/issues/161457,Step 4: Issue not confirmed by developers
[inductor] add lookup table recorder,https://github.com/pytorch/pytorch/pull/158987,Step 2: Issue not discussing a bug within torch.compile
Compile failing with NamedTuple._replace,https://github.com/pytorch/pytorch/issues/158772,Step 3: Issue not related to correctness bugs
Torch Inductor Windows Path Escape Characters,https://github.com/pytorch/pytorch/issues/135954,Step 3: Issue not related to correctness bugs
native_layer_norm_backward supports mixed precision for PrivateUse1,https://github.com/pytorch/pytorch/issues/159829,Step 3: Issue not related to correctness bugs
`torch.compile` produces output mismatch vs eager float64 for some seeds,https://github.com/pytorch/pytorch/issues/160242,Step 4: Issue not confirmed by developers
[lr_scheduler] `ReduceLROnPlateau._reduce_lr` triggers recompilation with tensor lr,https://github.com/pytorch/pytorch/issues/163093,Step 3: Issue not related to correctness bugs
torch.compile regression in 2.8.0,https://github.com/pytorch/pytorch/issues/161372,Step 3: Issue not related to correctness bugs
`set_fullgraph(False)` actually skips the frame if a graph break happens,https://github.com/pytorch/pytorch/issues/161562,Step 3: Issue not related to correctness bugs
conv_transpose3d output and Inconsistent inference results after compilation,https://github.com/pytorch/pytorch/issues/162725,Step 4: Issue not confirmed by developers
OverflowError (Python int too large to convert to C long) raised in StaticCudaLauncher,https://github.com/pytorch/pytorch/issues/162430,Step 3: Issue not related to correctness bugs
[Inductor] Fix output discrepancy between Inductor and eager of mean with input of a large size tensor,https://github.com/pytorch/pytorch/pull/155428,Step 5: Duplicated Issue
[Precompile] [RFC] Implement aot_compile_module,https://github.com/pytorch/pytorch/pull/162171,Step 1: Feature requests and general help requests
`torch.compile` fails when using `sdpa_kernel` with kwarg `set_priority` due to overly strict `TorchDynamo` assertion,https://github.com/pytorch/pytorch/issues/155898,Step 3: Issue not related to correctness bugs
torch.compile fails with NameError when helper functions are required and combo_kernels enabled,https://github.com/pytorch/pytorch/issues/162756,Step 3: Issue not related to correctness bugs
"compile with PrivateUse1 see tensors on ""meta""",https://github.com/pytorch/pytorch/issues/160909,Step 3: Issue not related to correctness bugs
[inductor] Fix removal of constexpr args from the launcher signature,https://github.com/pytorch/pytorch/pull/161924,Step 3: Issue not related to correctness bugs
[compile][transformers] Recompilation with mark_static_address with cudagraphs,https://github.com/pytorch/pytorch/issues/156377,Step 3: Issue not related to correctness bugs
[compile][cudagraphs] Fail or loud warning with excessive rerecording,https://github.com/pytorch/pytorch/issues/162299,Step 1: Feature requests and general help requests
Option to hard fail for cudagraphs and/or more cudagraph logging,https://github.com/pytorch/pytorch/issues/124506,Step 1: Feature requests and general help requests
`torch.compile` (Inductor) segfaults on `torch.slice_copy` with huge step; eager and `aot_eager` OK,https://github.com/pytorch/pytorch/issues/160868,Step 3: Issue not related to correctness bugs
[inductor][addmm] remove inp(unexpanded) path,https://github.com/pytorch/pytorch/pull/161208,Step 2: Issue not discussing a bug within torch.compile
run_decompositions fails with torch.scan,https://github.com/pytorch/pytorch/issues/151564,Step 3: Issue not related to correctness bugs
incorrect fusion cause numerical issue,https://github.com/pytorch/pytorch/issues/162410,Studied Dataset (Confirmed Correctness Bug)
Torch Dynamo support for Flux T5 model,https://github.com/pytorch/pytorch/issues/138196,Step 1: Feature requests and general help requests
Segmentation fault when using torch.compile with PyTorch 2.8.0 XPU on Intel ARC A770,https://github.com/pytorch/pytorch/issues/159974,Step 3: Issue not related to correctness bugs
[inductor] Improve GEMM loggings,https://github.com/pytorch/pytorch/pull/155427,Step 2: Issue not discussing a bug within torch.compile
NamedTuple Dynamic Objects do not persist via torch compile and eager backend,https://github.com/pytorch/pytorch/issues/161610,Step 3: Issue not related to correctness bugs
"Update the operator benchmarking, to benchmark using torch.compile",https://github.com/pytorch/pytorch/pull/161394,Step 2: Issue not discussing a bug within torch.compile
DTensor Compile w/ Dynamic Shapes Autograd - Unhashable SymInt in sharding propagation when inputs have requires_grad=True,https://github.com/pytorch/pytorch/issues/159590,Step 3: Issue not related to correctness bugs
[Inductor] Fix cross-device scalar lowering - cpu scalar with cuda tensor fails in torch.compile,https://github.com/pytorch/pytorch/pull/161447,Step 3: Issue not related to correctness bugs
Inductor inappropriately tries to fuse scalar views of a CPU tensor into GPU kernels.,https://github.com/pytorch/pytorch/issues/140457,Step 3: Issue not related to correctness bugs
[a2av] Add autograd function for token dispatch op (torch.compile,https://github.com/pytorch/pytorch/pull/159410,Step 1: Feature requests and general help requests
[dynamo] KeyError in resume function creation in Python 3.11+,https://github.com/pytorch/pytorch/issues/162313,Step 3: Issue not related to correctness bugs
'torch._tensor' has no attribute 'split' while using torch.compile under torch.device context.,https://github.com/pytorch/pytorch/issues/160077,Step 3: Issue not related to correctness bugs
torch compile produces nans with GQA ,https://github.com/pytorch/pytorch/issues/159469,Studied Dataset (Confirmed Correctness Bug)
